tconst,titleType,primaryTitle,originalTitle,startYear,endYear,genres
tt6072420,tvEpisode,Career Days,Career Days,2016.0,,"Comedy,Drama,Romance"
tt6115024,tvEpisode,The Best Washing Machine in the Whole World,The Best Washing Machine in the Whole World,2016.0,,"Comedy,Drama,Romance"
tt6072390,tvEpisode,Pilgrim Rick,Pilgrim Rick,2016.0,,"Comedy,Drama,Romance"
tt6034056,tvEpisode,The Trip,The Trip,2016.0,,"Comedy,Drama,Romance"
tt6115034,tvEpisode,Last Christmas,Last Christmas,2016.0,,"Comedy,Drama,Romance"
tt6142654,tvEpisode,The Right Thing to Do,The Right Thing to Do,2017.0,,"Comedy,Drama,Romance"
tt6142658,tvEpisode,The Big Day,The Big Day,2017.0,,"Comedy,Drama,Romance"
tt6142662,tvEpisode,Three Sentences,Three Sentences,2017.0,,"Comedy,Drama,Romance"
tt6142660,tvEpisode,I Call Marriage,I Call Marriage,2017.0,,"Comedy,Drama,Romance"
tt6142664,tvEpisode,Jack Pearson's Son,Jack Pearson's Son,2017.0,,"Comedy,Drama,Romance"
tt6142668,tvEpisode,Memphis,Memphis,2017.0,,"Comedy,Drama,Romance"
tt6142666,tvEpisode,What Now?,What Now?,2017.0,,"Comedy,Drama,Romance"
tt6142670,tvEpisode,Moonshadow,Moonshadow,2017.0,,"Comedy,Drama,Romance"
tt4916994,tvEpisode,Pilot,Pilot,2016.0,,"Crime,Drama"
tt5580068,tvEpisode,We Don't Hurt People,We Don't Hurt People,2016.0,,"Crime,Drama"
tt5580070,tvEpisode,"Stay Close, Stick Together","Stay Close, Stick Together",2016.0,,"Crime,Drama"
tt5580074,tvEpisode,Dead to Me,Dead to Me,2016.0,,"Crime,Drama"
tt5580080,tvEpisode,Flesh Is Weak,Flesh Is Weak,2016.0,,"Crime,Drama"
tt5580088,tvEpisode,Child Care,Child Care,2016.0,,"Crime,Drama"
tt5580090,tvEpisode,Goddamn Animals,Goddamn Animals,2016.0,,"Crime,Drama"
tt5580092,tvEpisode,Man In,Man In,2016.0,,"Crime,Drama"
tt5580094,tvEpisode,Judas Kiss,Judas Kiss,2016.0,,"Crime,Drama"
tt5580096,tvEpisode,What Have You Done,What Have You Done,2016.0,,"Crime,Drama"
tt0720143,tvEpisode,That '70s Pilot,That '70s Pilot,1998.0,,"Comedy,Drama,Romance"
tt0757760,tvEpisode,Eric's Birthday,Eric's Birthday,1998.0,,"Comedy,Drama,Romance"
tt0720167,tvEpisode,Streaking,Streaking,1998.0,,"Comedy,Drama,Romance"
tt0720072,tvEpisode,Drive in,Drive in,1998.0,,"Comedy,Drama,Romance"
tt0720175,tvEpisode,Thanksgiving,Thanksgiving,1998.0,,"Comedy,Drama,Romance"
tt0720075,tvEpisode,Eric's Burger Job,Eric's Burger Job,1998.0,,"Comedy,Drama,Romance"
tt0720184,tvEpisode,The Keg,The Keg,1998.0,,"Comedy,Drama,Romance"
tt0776257,tvEpisode,That Disco Episode,That Disco Episode,1998.0,,"Comedy,Drama,Romance"
tt0720170,tvEpisode,"Sunday, Bloody Sunday","Sunday, Bloody Sunday",1998.0,,"Comedy,Drama,Romance"
tt0720074,tvEpisode,Eric's Buddy,Eric's Buddy,1998.0,,"Comedy,Drama,Romance"
tt0720179,tvEpisode,The Best Christmas Ever,The Best Christmas Ever,1998.0,,"Comedy,Drama,Romance"
tt0720161,tvEpisode,Ski Trip,Ski Trip,1999.0,,"Comedy,Drama,Romance"
tt0720165,tvEpisode,Stolen Car,Stolen Car,1999.0,,"Comedy,Drama,Romance"
tt0720177,tvEpisode,That Wrestling Show,That Wrestling Show,1999.0,,"Comedy,Drama,Romance"
tt0720087,tvEpisode,First Date,First Date,1999.0,,"Comedy,Drama,Romance"
tt0720186,tvEpisode,The Pill,The Pill,1999.0,,"Comedy,Drama,Romance"
tt0720180,tvEpisode,The Career Day,The Career Day,1999.0,,"Comedy,Drama,Romance"
tt0720145,tvEpisode,Prom Night,Prom Night,1999.0,,"Comedy,Drama,Romance"
tt0720047,tvEpisode,A New Hope,A New Hope,1999.0,,"Comedy,Drama,Romance"
tt0720200,tvEpisode,Water Tower,Water Tower,1999.0,,"Comedy,Drama,Romance"
tt0720146,tvEpisode,Punk Chick,Punk Chick,1999.0,,"Comedy,Drama,Romance"
tt0720094,tvEpisode,Grandma's Dead,Grandma's Dead,1999.0,,"Comedy,Drama,Romance"
tt0720103,tvEpisode,Hyde Moves In,Hyde Moves In,1999.0,,"Comedy,Drama,Romance"
tt0720183,tvEpisode,The Good Son,The Good Son,1999.0,,"Comedy,Drama,Romance"
tt0777557,tvEpisode,Battle of the Sexists,Battle of the Sexists,1998.0,,"Comedy,Drama,Romance"
tt0720199,tvEpisode,Vanstock,Vanstock,1999.0,,"Comedy,Drama,Romance"
tt0777560,tvEpisode,I Love Cake,I Love Cake,1999.0,,"Comedy,Drama,Romance"
tt0720162,tvEpisode,Sleepover,Sleepover,1999.0,,"Comedy,Drama,Romance"
tt0720073,tvEpisode,Eric Gets Suspended,Eric Gets Suspended,1999.0,,"Comedy,Drama,Romance"
tt0720152,tvEpisode,Red's Birthday,Red's Birthday,1999.0,,"Comedy,Drama,Romance"
tt0720125,tvEpisode,Laurie Moves Out,Laurie Moves Out,1999.0,,"Comedy,Drama,Romance"
tt0720083,tvEpisode,Eric's Stash,Eric's Stash,2000.0,,"Comedy,Drama,Romance"
tt0777559,tvEpisode,Hunting,Hunting,2000.0,,"Comedy,Drama,Romance"
tt0720154,tvEpisode,Red's New Job,Red's New Job,2000.0,,"Comedy,Drama,Romance"
tt0720058,tvEpisode,Burning Down the House,Burning Down the House,2000.0,,"Comedy,Drama,Romance"
tt0777555,tvEpisode,After Glow,After Glow,2000.0,,"Comedy,Drama,Romance"
tt0720123,tvEpisode,Kitty and Eric's Night Out,Kitty and Eric's Night Out,2000.0,,"Comedy,Drama,Romance"
tt0720142,tvEpisode,Parents Find Out,Parents Find Out,2000.0,,"Comedy,Drama,Romance"
tt0777562,tvEpisode,Kiss of Death,Kiss of Death,2000.0,,"Comedy,Drama,Romance"
tt0720122,tvEpisode,Kelso's Serenade,Kelso's Serenade,2000.0,,"Comedy,Drama,Romance"
tt0720117,tvEpisode,Jackie Moves On,Jackie Moves On,2000.0,,"Comedy,Drama,Romance"
tt0720099,tvEpisode,Holy Crap!,Holy Crap!,2000.0,,"Comedy,Drama,Romance"
tt0720149,tvEpisode,Red Fired Up,Red Fired Up,2000.0,,"Comedy,Drama,Romance"
tt0777558,tvEpisode,Cat Fight Club,Cat Fight Club,2000.0,,"Comedy,Drama,Romance"
tt0720134,tvEpisode,Moon Over Point Place,Moon Over Point Place,2000.0,,"Comedy,Drama,Romance"
tt0720095,tvEpisode,Halloween,Halloween,1999.0,,"Comedy,Drama,Romance"
tt0720192,tvEpisode,The Velvet Rope,The Velvet Rope,1999.0,,"Comedy,Drama,Romance"
tt0720153,tvEpisode,Red's Last Day,Red's Last Day,1999.0,,"Comedy,Drama,Romance"
tt0720089,tvEpisode,Garage Sale,Garage Sale,1999.0,,"Comedy,Drama,Romance"
tt0720155,tvEpisode,Reefer Madness,Reefer Madness,2000.0,,"Comedy,Drama,Romance"
tt0720150,tvEpisode,Red Sees Red,Red Sees Red,2000.0,,"Comedy,Drama,Romance"
tt0720106,tvEpisode,Hyde's Father,Hyde's Father,2000.0,,"Comedy,Drama,Romance"
tt0720195,tvEpisode,"Too Old to Trick or Treat, Too Young to Die","Too Old to Trick or Treat, Too Young to Die",2000.0,,"Comedy,Drama,Romance"
tt0720157,tvEpisode,Roller Disco,Roller Disco,2000.0,,"Comedy,Drama,Romance"
tt0720082,tvEpisode,Eric's Panties,Eric's Panties,2000.0,,"Comedy,Drama,Romance"
tt0777556,tvEpisode,Baby Fever,Baby Fever,2000.0,,"Comedy,Drama,Romance"
tt0720116,tvEpisode,Jackie Bags Hyde,Jackie Bags Hyde,2000.0,,"Comedy,Drama,Romance"
tt0720105,tvEpisode,Hyde's Christmas Rager,Hyde's Christmas Rager,2000.0,,"Comedy,Drama,Romance"
tt0720112,tvEpisode,Ice Shack,Ice Shack,2001.0,,"Comedy,Drama,Romance"
tt0720205,tvEpisode,Who Wants It More?,Who Wants It More?,2001.0,,"Comedy,Drama,Romance"
tt0720086,tvEpisode,Fez Gets the Girl,Fez Gets the Girl,2001.0,,"Comedy,Drama,Romance"
tt0720065,tvEpisode,Dine & Dash,Dine & Dash,2001.0,,"Comedy,Drama,Romance"
tt0720147,tvEpisode,Radio Daze,Radio Daze,2001.0,,"Comedy,Drama,Romance"
tt0720069,tvEpisode,Donna's Panties,Donna's Panties,2001.0,,"Comedy,Drama,Romance"
tt0720158,tvEpisode,Romantic Weekend,Romantic Weekend,2001.0,,"Comedy,Drama,Romance"
tt0720124,tvEpisode,Kitty's Birthday (That's Today?!),Kitty's Birthday (That's Today?!),2001.0,,"Comedy,Drama,Romance"
tt0720191,tvEpisode,The Trials of M. Kelso,The Trials of M. Kelso,2001.0,,"Comedy,Drama,Romance"
tt0720081,tvEpisode,Eric's Naughty No-no,Eric's Naughty No-no,2001.0,,"Comedy,Drama,Romance"
tt0720100,tvEpisode,Holy Craps,Holy Craps,2001.0,,"Comedy,Drama,Romance"
tt0720085,tvEpisode,Fez Dates Donna,Fez Dates Donna,2001.0,,"Comedy,Drama,Romance"
tt0720078,tvEpisode,Eric's Drunken Tattoo,Eric's Drunken Tattoo,2001.0,,"Comedy,Drama,Romance"
tt0720061,tvEpisode,Canadian Road Trip,Canadian Road Trip,2001.0,,"Comedy,Drama,Romance"
tt0720052,tvEpisode,Backstage Pass,Backstage Pass,2001.0,,"Comedy,Drama,Romance"
tt0720187,tvEpisode,The Promise Ring,The Promise Ring,2001.0,,"Comedy,Drama,Romance"
tt0720077,tvEpisode,Eric's Depression,Eric's Depression,2001.0,,"Comedy,Drama,Romance"
tt0720144,tvEpisode,Pinciotti vs. Forman,Pinciotti vs. Forman,2001.0,,"Comedy,Drama,Romance"
tt0720102,tvEpisode,Hyde Gets the Girl,Hyde Gets the Girl,2001.0,,"Comedy,Drama,Romance"
tt0720059,tvEpisode,Bye Bye Basement,Bye Bye Basement,2001.0,,"Comedy,Drama,Romance"
tt0720188,tvEpisode,The Relapse,The Relapse,2001.0,,"Comedy,Drama,Romance"
tt0720198,tvEpisode,Uncomfortable Ball Stuff,Uncomfortable Ball Stuff,2001.0,,"Comedy,Drama,Romance"
tt0720070,tvEpisode,Donna's Story,Donna's Story,2001.0,,"Comedy,Drama,Romance"
tt0777566,tvEpisode,The Forgotten Son,The Forgotten Son,2001.0,,"Comedy,Drama,Romance"
tt0720151,tvEpisode,Red and Stacey,Red and Stacey,2001.0,,"Comedy,Drama,Romance"
tt0720190,tvEpisode,The Third Wheel,The Third Wheel,2001.0,,"Comedy,Drama,Romance"
tt0720048,tvEpisode,An Eric Forman Christmas,An Eric Forman Christmas,2001.0,,"Comedy,Drama,Romance"
tt0720118,tvEpisode,Jackie Says Cheese,Jackie Says Cheese,2002.0,,"Comedy,Drama,Romance"
tt0720080,tvEpisode,Eric's Hot Cousin,Eric's Hot Cousin,2002.0,,"Comedy,Drama,Romance"
tt0720196,tvEpisode,Tornado Prom,Tornado Prom,2002.0,,"Comedy,Drama,Romance"
tt0720068,tvEpisode,Donna Dates a Kelso,Donna Dates a Kelso,2002.0,,"Comedy,Drama,Romance"
tt0720121,tvEpisode,Kelso's Career,Kelso's Career,2002.0,,"Comedy,Drama,Romance"
tt0720127,tvEpisode,Leo Loves Kitty,Leo Loves Kitty,2002.0,,"Comedy,Drama,Romance"
tt0720119,tvEpisode,Jackie's Cheese Squeeze,Jackie's Cheese Squeeze,2002.0,,"Comedy,Drama,Romance"
tt0720064,tvEpisode,Class Picture,Class Picture,2002.0,,"Comedy,Drama,Romance"
tt0758103,tvEpisode,Prank Day,Prank Day,2002.0,,"Comedy,Drama,Romance"
tt0720076,tvEpisode,Eric's Corvette Caper,Eric's Corvette Caper,2002.0,,"Comedy,Drama,Romance"
tt0720104,tvEpisode,Hyde's Birthday,Hyde's Birthday,2002.0,,"Comedy,Drama,Romance"
tt0720176,tvEpisode,That '70s Musical,That '70s Musical,2002.0,,"Comedy,Drama,Romance"
tt0720084,tvEpisode,Everybody Loves Casey,Everybody Loves Casey,2002.0,,"Comedy,Drama,Romance"
tt0720130,tvEpisode,"Love, Wisconsin Style","Love, Wisconsin Style",2002.0,,"Comedy,Drama,Romance"
tt0720115,tvEpisode,It's a Wonderful Life,It's a Wonderful Life,2001.0,,"Comedy,Drama,Romance"
tt0720092,tvEpisode,Going to California,Going to California,2002.0,,"Comedy,Drama,Romance"
tt0720109,tvEpisode,I Can't Quit You Babe,I Can't Quit You Babe,2002.0,,"Comedy,Drama,Romance"
tt0777567,tvEpisode,What Is and What Should Never Be,What Is and What Should Never Be,2002.0,,"Comedy,Drama,Romance"
tt0720097,tvEpisode,Heartbreaker,Heartbreaker,2002.0,,"Comedy,Drama,Romance"
tt0720148,tvEpisode,Ramble On,Ramble On,2002.0,,"Comedy,Drama,Romance"
tt0720141,tvEpisode,Over the Hills and Far Away,Over the Hills and Far Away,2002.0,,"Comedy,Drama,Romance"
tt0720101,tvEpisode,Hot Dog,Hot Dog,2002.0,,"Comedy,Drama,Romance"
tt0720174,tvEpisode,Thank You,Thank You,2002.0,,"Comedy,Drama,Romance"
tt0720055,tvEpisode,Black Dog,Black Dog,2002.0,,"Comedy,Drama,Romance"
tt0777565,tvEpisode,The Crunge,The Crunge,2002.0,,"Comedy,Drama,Romance"
tt0720182,tvEpisode,The Girl I Love,The Girl I Love,2003.0,,"Comedy,Drama,Romance"
tt0720133,tvEpisode,Misty Mountain Hop,Misty Mountain Hop,2003.0,,"Comedy,Drama,Romance"
tt0720214,tvEpisode,Your Time Is Gonna Come,Your Time Is Gonna Come,2003.0,,"Comedy,Drama,Romance"
tt0720050,tvEpisode,Babe I'm Gonna Leave You,Babe I'm Gonna Leave You,2003.0,,"Comedy,Drama,Romance"
tt0720202,tvEpisode,When the Levee Breaks,When the Levee Breaks,2003.0,,"Comedy,Drama,Romance"
tt0720207,tvEpisode,Whole Lotta Love,Whole Lotta Love,2003.0,,"Comedy,Drama,Romance"
tt0720053,tvEpisode,The Battle of Evermore,The Battle of Evermore,2003.0,,"Comedy,Drama,Romance"
tt0720098,tvEpisode,Hey Hey What Can I Do,Hey Hey What Can I Do,2003.0,,"Comedy,Drama,Romance"
tt0720057,tvEpisode,Bring It on Home,Bring It on Home,2003.0,,"Comedy,Drama,Romance"
tt0720137,tvEpisode,No Quarter,No Quarter,2003.0,,"Comedy,Drama,Romance"
tt0720197,tvEpisode,Trampled Under Foot,Trampled Under Foot,2003.0,,"Comedy,Drama,Romance"
tt0720211,tvEpisode,You Shook Me,You Shook Me,2003.0,,"Comedy,Drama,Romance"
tt0720138,tvEpisode,Nobody's Fault But Mine,Nobody's Fault But Mine,2003.0,,"Comedy,Drama,Romance"
tt0777561,tvEpisode,Immigrant Song,Immigrant Song,2003.0,,"Comedy,Drama,Romance"
tt0720062,tvEpisode,Celebration Day,Celebration Day,2003.0,,"Comedy,Drama,Romance"
tt0720185,tvEpisode,The Kids Are Alright,The Kids Are Alright,2003.0,,"Comedy,Drama,Romance"
tt0720120,tvEpisode,Join Together,Join Together,2003.0,,"Comedy,Drama,Romance"
tt0777563,tvEpisode,Magic Bus,Magic Bus,2003.0,,"Comedy,Drama,Romance"
tt0720178,tvEpisode,The Acid Queen,The Acid Queen,2003.0,,"Comedy,Drama,Romance"
tt0720110,tvEpisode,I'm Free,I'm Free,2003.0,,"Comedy,Drama,Romance"
tt0720201,tvEpisode,We're Not Gonna Take It,We're Not Gonna Take It,2003.0,,"Comedy,Drama,Romance"
tt0720063,tvEpisode,Christmas,Christmas,2003.0,,"Comedy,Drama,Romance"
tt0720111,tvEpisode,I'm a Boy,I'm a Boy,2004.0,,"Comedy,Drama,Romance"
tt0720213,tvEpisode,Young Man Blues,Young Man Blues,2004.0,,"Comedy,Drama,Romance"
tt0720046,tvEpisode,A Legal Matter,A Legal Matter,2004.0,,"Comedy,Drama,Romance"
tt0720107,tvEpisode,I Can See for Miles,I Can See for Miles,2004.0,,"Comedy,Drama,Romance"
tt0720159,tvEpisode,Sally Simpson,Sally Simpson,2004.0,,"Comedy,Drama,Romance"
tt0720209,tvEpisode,Won't Get Fooled Again,Won't Get Fooled Again,2004.0,,"Comedy,Drama,Romance"
tt0720051,tvEpisode,Baby Don't You Do It,Baby Don't You Do It,2004.0,,"Comedy,Drama,Romance"
tt0720203,tvEpisode,Who Are You,Who Are You,2004.0,,"Comedy,Drama,Romance"
tt0720131,tvEpisode,Man with Money,Man with Money,2004.0,,"Comedy,Drama,Romance"
tt0720096,tvEpisode,Happy Jack,Happy Jack,2004.0,,"Comedy,Drama,Romance"
tt0720066,tvEpisode,Do You Think It's Alright?,Do You Think It's Alright?,2004.0,,"Comedy,Drama,Romance"
tt0720169,tvEpisode,Substitute,Substitute,2004.0,,"Comedy,Drama,Romance"
tt0720164,tvEpisode,Squeeze Box,Squeeze Box,2004.0,,"Comedy,Drama,Romance"
tt0720045,tvEpisode,5:15,5:15,2004.0,,"Comedy,Drama,Romance"
tt0777564,tvEpisode,Sparks,Sparks,2004.0,,"Comedy,Drama,Romance"
tt0720136,tvEpisode,My Wife,My Wife,2004.0,,"Comedy,Drama,Romance"
tt0720091,tvEpisode,Going Mobile,Going Mobile,2004.0,,"Comedy,Drama,Romance"
tt0720189,tvEpisode,The Seeker,The Seeker,2004.0,,"Comedy,Drama,Romance"
tt4458716,tvEpisode,One Day in the Life of Anton Baklanov,One Day in the Life of Anton Baklanov,2015.0,,"Crime,Drama,Mystery"
tt0720194,tvEpisode,Time Is on My Side,Time Is on My Side,2004.0,,"Comedy,Drama,Romance"
tt0720128,tvEpisode,Let's Spend the Night Together,Let's Spend the Night Together,2004.0,,"Comedy,Drama,Romance"
tt0720108,tvEpisode,(I Can't Get No) Satisfaction,(I Can't Get No) Satisfaction,2004.0,,"Comedy,Drama,Romance"
tt0720054,tvEpisode,Beast of Burden,Beast of Burden,2004.0,,"Comedy,Drama,Romance"
tt0720114,tvEpisode,It's Only Rock and Roll,It's Only Rock and Roll,2004.0,,"Comedy,Drama,Romance"
tt0720156,tvEpisode,Rip This Joint,Rip This Joint,2004.0,,"Comedy,Drama,Romance"
tt0720135,tvEpisode,Mother's Little Helper,Mother's Little Helper,2004.0,,"Comedy,Drama,Romance"
tt0720049,tvEpisode,Angie,Angie,2004.0,,"Comedy,Drama,Romance"
tt0720210,tvEpisode,You Can't Always Get What You Want,You Can't Always Get What You Want,2004.0,,"Comedy,Drama,Romance"
tt0720171,tvEpisode,"Surprise, Surprise","Surprise, Surprise",2004.0,,"Comedy,Drama,Romance"
tt0720208,tvEpisode,Winter,Winter,2004.0,,"Comedy,Drama,Romance"
tt0720067,tvEpisode,Don't Lie to Me,Don't Lie to Me,2005.0,,"Comedy,Drama,Romance"
tt0720060,tvEpisode,Can't You Hear Me Knocking,Can't You Hear Me Knocking,2005.0,,"Comedy,Drama,Romance"
tt0720168,tvEpisode,Street Fighting Man,Street Fighting Man,2005.0,,"Comedy,Drama,Romance"
tt0720113,tvEpisode,It's All Over Now,It's All Over Now,2005.0,,"Comedy,Drama,Romance"
tt0720140,tvEpisode,On with the Show,On with the Show,2005.0,,"Comedy,Drama,Romance"
tt0720071,tvEpisode,Down the Road Apiece,Down the Road Apiece,2005.0,,"Comedy,Drama,Romance"
tt0720139,tvEpisode,"Oh, Baby We Got a Good Thing Goin'","Oh, Baby We Got a Good Thing Goin'",2005.0,,"Comedy,Drama,Romance"
tt0720206,tvEpisode,Who's Been Sleeping Here?,Who's Been Sleeping Here?,2005.0,,"Comedy,Drama,Romance"
tt0720090,tvEpisode,Gimme Shelter,Gimme Shelter,2005.0,,"Comedy,Drama,Romance"
tt0720044,tvEpisode,2120 So. Michigan Ave,2120 So. Michigan Ave,2005.0,,"Comedy,Drama,Romance"
tt0720043,tvEpisode,2000 Light Years from Home,2000 Light Years from Home,2005.0,,"Comedy,Drama,Romance"
tt0720173,tvEpisode,Take It or Leave It,Take It or Leave It,2005.0,,"Comedy,Drama,Romance"
tt0720160,tvEpisode,Short and Curlies,Short and Curlies,2005.0,,"Comedy,Drama,Romance"
tt0720193,tvEpisode,Till the Next Goodbye,Till the Next Goodbye,2005.0,,"Comedy,Drama,Romance"
tt0720056,tvEpisode,Bohemian Rhapsody,Bohemian Rhapsody,2005.0,,"Comedy,Drama,Romance"
tt0720163,tvEpisode,Somebody to Love,Somebody to Love,2005.0,,"Comedy,Drama,Romance"
tt0720212,tvEpisode,You're My Best Friend,You're My Best Friend,2005.0,,"Comedy,Drama,Romance"
tt0720132,tvEpisode,Misfire,Misfire,2005.0,,"Comedy,Drama,Romance"
tt0720088,tvEpisode,Fun It,Fun It,2005.0,,"Comedy,Drama,Romance"
tt0720093,tvEpisode,Good Company,Good Company,2006.0,,"Comedy,Drama,Romance"
tt0720204,tvEpisode,Who Needs You,Who Needs You,2006.0,,"Comedy,Drama,Romance"
tt0720172,tvEpisode,Sweet Lady,Sweet Lady,2006.0,,"Comedy,Drama,Romance"
tt0757761,tvEpisode,Good Old Fashioned Lover Boy,Good Old Fashioned Lover Boy,2006.0,,"Comedy,Drama,Romance"
tt0762534,tvEpisode,Killer Queen,Killer Queen,2006.0,,"Comedy,Drama,Romance"
tt0767644,tvEpisode,Spread Your Wings,Spread Your Wings,2006.0,,"Comedy,Drama,Romance"
tt0780946,tvEpisode,Son and Daughter,Son and Daughter,2006.0,,"Comedy,Drama,Romance"
tt0796168,tvEpisode,Keep Yourself Alive,Keep Yourself Alive,2006.0,,"Comedy,Drama,Romance"
tt0796169,tvEpisode,My Fairy King,My Fairy King,2006.0,,"Comedy,Drama,Romance"
tt0796167,tvEpisode,Crazy Little Thing Called Love,Crazy Little Thing Called Love,2006.0,,"Comedy,Drama,Romance"
tt0799370,tvEpisode,We Will Rock You,We Will Rock You,2006.0,,"Comedy,Drama,Romance"
tt0769458,tvEpisode,Sheer Heart Attack,Sheer Heart Attack,2006.0,,"Comedy,Drama,Romance"
tt0802894,tvEpisode,Leaving Home Ain't Easy,Leaving Home Ain't Easy,2006.0,,"Comedy,Drama,Romance"
tt0799723,tvEpisode,Love of My Life,Love of My Life,2006.0,,"Comedy,Drama,Romance"
tt0817466,tvEpisode,That '70s Finale,That '70s Finale,2006.0,,"Comedy,Drama,Romance"
tt5866450,tvEpisode,Eat What You Kill,Eat What You Kill,2017.0,,"Crime,Drama"
tt6340206,tvEpisode,Karma,Karma,2017.0,,"Crime,Drama"
tt6351700,tvEpisode,Bleed for It,Bleed for It,2017.0,,"Crime,Drama"
tt6374498,tvEpisode,Broken Boards,Broken Boards,2017.0,,"Crime,Drama"
tt6378404,tvEpisode,Forgive Us Our Trespasses,Forgive Us Our Trespasses,2017.0,,"Crime,Drama"
tt6378414,tvEpisode,Cry Havoc,Cry Havoc,2017.0,,"Crime,Drama"
tt6378424,tvEpisode,Dig,Dig,2017.0,,"Crime,Drama"
tt6378430,tvEpisode,Grace,Grace,2017.0,,"Crime,Drama"
tt6378446,tvEpisode,Custody,Custody,2017.0,,"Crime,Drama"
tt6351698,tvEpisode,Treasure,Treasure,2017.0,,"Crime,Drama"
tt6887628,tvEpisode,The Leopard,The Leopard,2017.0,,"Crime,Drama"
tt6887636,tvEpisode,You Will Be Gutted,You Will Be Gutted,2017.0,,"Crime,Drama"
tt6975126,tvEpisode,Betrayal,Betrayal,2017.0,,"Crime,Drama"
tt7186580,tvEpisode,The Killing,The Killing,2018.0,,"Crime,Drama"
tt7880680,tvEpisode,In the Red,In the Red,2018.0,,"Crime,Drama"
tt7941636,tvEpisode,The Center Will Hold,The Center Will Hold,2018.0,,"Crime,Drama"
tt7967172,tvEpisode,Wolves,Wolves,2018.0,,"Crime,Drama"
tt8054536,tvEpisode,Prey,Prey,2018.0,,"Crime,Drama"
tt8111968,tvEpisode,Broke from the Box,Broke from the Box,2018.0,,"Crime,Drama"
tt8111972,tvEpisode,Low Man,Low Man,2018.0,,"Crime,Drama"
tt8111974,tvEpisode,Incoming,Incoming,2018.0,,"Crime,Drama"
tt8227804,tvEpisode,Libertad,Libertad,2018.0,,"Crime,Drama"
tt8292740,tvEpisode,Off the Tit,Off the Tit,2018.0,,"Crime,Drama"
tt8329046,tvEpisode,Jackpot,Jackpot,2018.0,,"Crime,Drama"
tt8367054,tvEpisode,Homecoming,Homecoming,2018.0,,"Crime,Drama"
tt8368550,tvEpisode,The Hyenas,The Hyenas,2018.0,,"Crime,Drama"
tt8652208,tvEpisode,Janine,Janine,2019.0,,"Crime,Drama"
tt9421726,tvEpisode,Angela,Angela,2019.0,,"Crime,Drama"
tt8993280,tvEpisode,Man vs. Rock,Man vs. Rock,2019.0,,"Crime,Drama"
tt9783638,tvEpisode,Tank,Tank,2019.0,,"Crime,Drama"
tt9881516,tvEpisode,Reap,Reap,2019.0,,"Crime,Drama"
tt10061642,tvEpisode,Into the Black,Into the Black,2019.0,,"Crime,Drama"
tt10061656,tvEpisode,Know Thy Enemy,Know Thy Enemy,2019.0,,"Crime,Drama"
tt10061664,tvEpisode,Ambo,Ambo,2019.0,,"Crime,Drama"
tt10111020,tvEpisode,SHTF,SHTF,2019.0,,"Crime,Drama"
tt10242924,tvEpisode,Exit Strategy,Exit Strategy,2019.0,,"Crime,Drama"
tt10728712,tvEpisode,Julia,Julia,2019.0,,"Crime,Drama"
tt10544282,tvEpisode,Ghosts,Ghosts,2019.0,,"Crime,Drama"
tt10740318,tvEpisode,Smurf,Smurf,2019.0,,"Crime,Drama"
tt6439846,tvEpisode,A Father's Advice,A Father's Advice,2017.0,,"Comedy,Drama,Romance"
tt6439842,tvEpisode,A Manny-Splendored Thing,A Manny-Splendored Thing,2017.0,,"Comedy,Drama,Romance"
tt6439850,tvEpisode,Déjà Vu,Déjà Vu,2017.0,,"Comedy,Drama,Romance"
tt6439852,tvEpisode,Still There,Still There,2017.0,,"Comedy,Drama,Romance"
tt6439856,tvEpisode,Brothers,Brothers,2017.0,,"Comedy,Drama,Romance"
tt6439858,tvEpisode,The 20's,The 20's,2017.0,,"Comedy,Drama,Romance"
tt6439854,tvEpisode,The Most Disappointed Man,The Most Disappointed Man,2017.0,,"Comedy,Drama,Romance"
tt6439848,tvEpisode,Number One,Number One,2017.0,,"Comedy,Drama,Romance"
tt6439860,tvEpisode,Number Two,Number Two,2017.0,,"Comedy,Drama,Romance"
tt6439864,tvEpisode,Number Three,Number Three,2017.0,,"Comedy,Drama,Romance"
tt6439862,tvEpisode,The Fifth Wheel,The Fifth Wheel,2018.0,,"Comedy,Drama,Romance"
tt6439866,tvEpisode,Clooney,Clooney,2018.0,,"Comedy,Drama,Romance"
tt6439868,tvEpisode,That'll Be the Day,That'll Be the Day,2018.0,,"Comedy,Drama,Romance"
tt6439870,tvEpisode,Super Bowl Sunday,Super Bowl Sunday,2018.0,,"Comedy,Drama,Romance"
tt6439884,tvEpisode,The Car,The Car,2018.0,,"Comedy,Drama,Romance"
tt6439876,tvEpisode,"Vegas, Baby","Vegas, Baby",2018.0,,"Comedy,Drama,Romance"
tt6439880,tvEpisode,"This Big, Amazing, Beautiful Life","This Big, Amazing, Beautiful Life",2018.0,,"Comedy,Drama,Romance"
tt6439882,tvEpisode,The Wedding,The Wedding,2018.0,,"Comedy,Drama,Romance"
tt0868440,tvEpisode,The Coup,The Coup,2006.0,,Comedy
tt0877241,tvEpisode,Grief Counseling,Grief Counseling,2006.0,,Comedy
tt0873237,tvEpisode,Initiation,Initiation,2006.0,,Comedy
tt0888293,tvEpisode,Diwali,Diwali,2006.0,,Comedy
